Transaction Date,Day of Week,Month,Quarter,Financial Year,Outlet ID,Outlet Name,Area,Product ID,Product Name,Category,Units Sold,Unit Price,Gross Sales,Discount %,Discount Amount,Net Sales,GST %,GST Amount,Total Bill,Payment Mode,Customer Count,Average Bill Size,Peak Hour Sales %,Weather,Special Event,Holiday,Stock Availability,Employee Shift,Manager Name,Remarks
2026-03-21,Saturday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD002,Veg Burger,Burgers,70,130,9100,0.0,0.0,9100.0,5,455.0,9555.0,UPI,53,180.28,46.69,Sunny,None,No,Available,Full Day,Rohan Das,Normal Operations
2026-03-21,Saturday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD003,French Fries,Sides,57,85,4845,0.0,0.0,4845.0,5,242.25,5087.25,UPI,40,127.18,46.69,Sunny,None,No,Available,Full Day,Rohan Das,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD001,Chicken Burger,Burgers,137,220,30140,0.0,0.0,30140.0,5,1507.0,31647.0,UPI,105,301.4,55.55,Sunny,None,No,Available,Evening,Aarav Sharma,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD002,Veg Burger,Burgers,126,160,20160,0.0,0.0,20160.0,5,1008.0,21168.0,UPI,89,237.84,55.55,Sunny,None,No,Available,Evening,Aarav Sharma,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD003,French Fries,Sides,109,110,11990,0.0,0.0,11990.0,5,599.5,12589.5,Credit Card,81,155.43,55.55,Sunny,None,No,Available,Evening,Aarav Sharma,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD001,Chicken Burger,Burgers,109,215,23435,0.0,0.0,23435.0,5,1171.75,24606.75,UPI,88,279.62,66.05,Sunny,None,No,Available,Full Day,Ananya Iyer,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD002,Veg Burger,Burgers,115,155,17825,0.0,0.0,17825.0,5,891.25,18716.25,Credit Card,84,222.81,66.05,Sunny,None,No,Available,Full Day,Ananya Iyer,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD003,French Fries,Sides,85,105,8925,0.0,0.0,8925.0,5,446.25,9371.25,UPI,59,158.83,66.05,Sunny,None,No,Available,Full Day,Ananya Iyer,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD001,Chicken Burger,Burgers,100,220,22000,0.0,0.0,22000.0,5,1100.0,23100.0,Credit Card,76,303.95,64.03,Sunny,None,No,Available,Evening,Rahul Nair,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD002,Veg Burger,Burgers,99,160,15840,0.0,0.0,15840.0,5,792.0,16632.0,Wallet,80,207.9,64.03,Sunny,None,No,Available,Evening,Rahul Nair,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD003,French Fries,Sides,85,110,9350,0.0,0.0,9350.0,5,467.5,9817.5,UPI,62,158.35,64.03,Sunny,None,No,Available,Evening,Rahul Nair,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD001,Chicken Burger,Burgers,43,200,8600,0.0,0.0,8600.0,5,430.0,9030.0,UPI,33,273.64,41.5,Sunny,None,No,Available,Full Day,Priyanka Sen,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD002,Veg Burger,Burgers,37,145,5365,0.0,0.0,5365.0,5,268.25,5633.25,UPI,26,216.66,41.5,Sunny,None,No,Available,Full Day,Priyanka Sen,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD003,French Fries,Sides,35,95,3325,0.0,0.0,3325.0,5,166.25,3491.25,UPI,24,145.47,41.5,Sunny,None,No,Available,Full Day,Priyanka Sen,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD001,Chicken Burger,Burgers,113,225,25425,0.0,0.0,25425.0,5,1271.25,26696.25,Credit Card,93,287.06,69.47,Sunny,None,No,Available,Full Day,Vikram Malhotra,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD002,Veg Burger,Burgers,104,165,17160,0.0,0.0,17160.0,5,858.0,18018.0,UPI,80,225.22,69.47,Sunny,None,No,Available,Full Day,Vikram Malhotra,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD003,French Fries,Sides,92,115,10580,0.0,0.0,10580.0,5,529.0,11109.0,UPI,69,161.0,69.47,Sunny,None,No,Available,Full Day,Vikram Malhotra,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD001,Chicken Burger,Burgers,60,210,12600,0.0,0.0,12600.0,5,630.0,13230.0,Credit Card,47,281.49,52.28,Sunny,None,No,Shortage,Full Day,Siddharth Rao,Stock Shortage of Chicken Burger
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD002,Veg Burger,Burgers,84,150,12600,0.0,0.0,12600.0,5,630.0,13230.0,Cash,59,224.24,52.28,Sunny,None,No,Available,Full Day,Siddharth Rao,Normal Operations (Shortage of Chicken Burger)
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD003,French Fries,Sides,69,100,6900,0.0,0.0,6900.0,5,345.0,7245.0,Credit Card,50,144.9,52.28,Sunny,None,No,Available,Full Day,Siddharth Rao,Normal Operations (Shortage of Chicken Burger)
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD001,Chicken Burger,Burgers,80,190,15200,0.0,0.0,15200.0,5,760.0,15960.0,UPI,61,261.64,51.49,Sunny,None,No,Available,Full Day,Meera Krishnan,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD002,Veg Burger,Burgers,74,140,10360,0.0,0.0,10360.0,5,518.0,10878.0,UPI,59,184.37,51.49,Sunny,None,No,Available,Full Day,Meera Krishnan,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD003,French Fries,Sides,73,90,6570,0.0,0.0,6570.0,5,328.5,6898.5,UPI,50,137.97,51.49,Sunny,None,No,Available,Full Day,Meera Krishnan,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD001,Chicken Burger,Burgers,117,205,23985,0.0,0.0,23985.0,5,1199.25,25184.25,UPI,82,307.12,47.33,Sunny,Local Event,No,Available,Full Day,Aditya Verma,Local Event - High Footfall
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD002,Veg Burger,Burgers,113,150,16950,0.0,0.0,16950.0,5,847.5,17797.5,Credit Card,87,204.57,47.33,Sunny,Local Event,No,Available,Full Day,Aditya Verma,Local Event - High Footfall
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD003,French Fries,Sides,88,100,8800,0.0,0.0,8800.0,5,440.0,9240.0,Credit Card,62,149.03,47.33,Sunny,Local Event,No,Available,Full Day,Aditya Verma,Local Event - High Footfall
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD001,Chicken Burger,Burgers,82,195,15990,0.0,0.0,15990.0,5,799.5,16789.5,UPI,62,270.8,46.67,Sunny,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD002,Veg Burger,Burgers,83,140,11620,0.0,0.0,11620.0,5,581.0,12201.0,Credit Card,61,200.02,46.67,Sunny,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD003,French Fries,Sides,72,90,6480,0.0,0.0,6480.0,5,324.0,6804.0,Wallet,48,141.75,46.67,Sunny,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD001,Chicken Burger,Burgers,91,180,16380,0.0,0.0,16380.0,5,819.0,17199.0,UPI,62,277.4,54.76,Sunny,Local Event,No,Available,Full Day,Rohan Das,Local Event - High Footfall
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD002,Veg Burger,Burgers,85,130,11050,0.0,0.0,11050.0,5,552.5,11602.5,Credit Card,65,178.5,54.76,Sunny,Local Event,No,Available,Full Day,Rohan Das,Local Event - High Footfall
2026-03-22,Sunday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD003,French Fries,Sides,64,85,5440,0.0,0.0,5440.0,5,272.0,5712.0,Credit Card,44,129.82,54.76,Sunny,Local Event,No,Available,Full Day,Rohan Das,Local Event - High Footfall
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD001,Chicken Burger,Burgers,102,220,22440,0.0,0.0,22440.0,5,1122.0,23562.0,Wallet,70,336.6,62.28,Sunny,None,No,Available,Evening,Aarav Sharma,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD002,Veg Burger,Burgers,89,160,14240,0.0,0.0,14240.0,5,712.0,14952.0,UPI,63,237.33,62.28,Sunny,None,No,Available,Evening,Aarav Sharma,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD003,French Fries,Sides,82,110,9020,0.0,0.0,9020.0,5,451.0,9471.0,UPI,63,150.33,62.28,Sunny,None,No,Available,Evening,Aarav Sharma,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD001,Chicken Burger,Burgers,96,215,20640,0.05,1032.0,19608.0,5,980.4,20588.4,Credit Card,72,285.95,69.15,Sunny,College Festival,No,Available,Full Day,Ananya Iyer,College Festival - Student Discounts
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD002,Veg Burger,Burgers,84,155,13020,0.05,651.0,12369.0,5,618.45,12987.45,UPI,70,185.53,69.15,Sunny,College Festival,No,Available,Full Day,Ananya Iyer,College Festival - Student Discounts
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD003,French Fries,Sides,74,105,7770,0.05,388.5,7381.5,5,369.08,7750.58,UPI,54,143.53,69.15,Sunny,College Festival,No,Available,Full Day,Ananya Iyer,College Festival - Student Discounts
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD001,Chicken Burger,Burgers,78,220,17160,0.0,0.0,17160.0,5,858.0,18018.0,Cash,64,281.53,60.96,Sunny,None,No,Available,Evening,Rahul Nair,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD002,Veg Burger,Burgers,64,160,10240,0.0,0.0,10240.0,5,512.0,10752.0,Wallet,46,233.74,60.96,Sunny,None,No,Available,Evening,Rahul Nair,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD003,French Fries,Sides,51,110,5610,0.0,0.0,5610.0,5,280.5,5890.5,UPI,39,151.04,60.96,Sunny,None,No,Available,Evening,Rahul Nair,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD001,Chicken Burger,Burgers,100,200,20000,0.1,2000.0,18000.0,5,900.0,18900.0,Credit Card,68,277.94,57.99,Sunny,None,No,Available,Evening,Priyanka Sen,Combo Offer Applied
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD002,Veg Burger,Burgers,76,145,11020,0.1,1102.0,9918.0,5,495.9,10413.9,UPI,55,189.34,57.99,Sunny,None,No,Available,Evening,Priyanka Sen,Combo Offer Applied
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD003,French Fries,Sides,65,95,6175,0.1,617.5,5557.5,5,277.88,5835.38,UPI,54,108.06,57.99,Sunny,None,No,Available,Evening,Priyanka Sen,Combo Offer Applied
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD001,Chicken Burger,Burgers,66,225,14850,0.0,0.0,14850.0,5,742.5,15592.5,Debit Card,51,305.74,42.75,Sunny,None,No,Available,Evening,Vikram Malhotra,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD002,Veg Burger,Burgers,60,165,9900,0.0,0.0,9900.0,5,495.0,10395.0,Debit Card,44,236.25,42.75,Sunny,None,No,Available,Evening,Vikram Malhotra,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD003,French Fries,Sides,47,115,5405,0.0,0.0,5405.0,5,270.25,5675.25,Credit Card,32,177.35,42.75,Sunny,None,No,Available,Evening,Vikram Malhotra,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD001,Chicken Burger,Burgers,69,210,14490,0.0,0.0,14490.0,5,724.5,15214.5,UPI,53,287.07,54.99,Sunny,None,No,Available,Full Day,Siddharth Rao,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD002,Veg Burger,Burgers,61,150,9150,0.0,0.0,9150.0,5,457.5,9607.5,Cash,45,213.5,54.99,Sunny,None,No,Available,Full Day,Siddharth Rao,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD003,French Fries,Sides,56,100,5600,0.0,0.0,5600.0,5,280.0,5880.0,Wallet,39,150.77,54.99,Sunny,None,No,Available,Full Day,Siddharth Rao,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD001,Chicken Burger,Burgers,54,190,10260,0.0,0.0,10260.0,5,513.0,10773.0,UPI,38,283.5,51.85,Sunny,None,No,Available,Morning,Meera Krishnan,Brief Power Outage - Slow Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD002,Veg Burger,Burgers,49,140,6860,0.0,0.0,6860.0,5,343.0,7203.0,Credit Card,41,175.68,51.85,Sunny,None,No,Available,Morning,Meera Krishnan,Brief Power Outage - Slow Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD003,French Fries,Sides,39,90,3510,0.0,0.0,3510.0,5,175.5,3685.5,Credit Card,28,131.62,51.85,Sunny,None,No,Available,Morning,Meera Krishnan,Brief Power Outage - Slow Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD001,Chicken Burger,Burgers,70,205,14350,0.0,0.0,14350.0,5,717.5,15067.5,Credit Card,52,289.76,50.22,Sunny,None,No,Available,Morning,Aditya Verma,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD002,Veg Burger,Burgers,65,150,9750,0.0,0.0,9750.0,5,487.5,10237.5,Credit Card,46,222.55,50.22,Sunny,None,No,Available,Morning,Aditya Verma,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD003,French Fries,Sides,56,100,5600,0.0,0.0,5600.0,5,280.0,5880.0,UPI,43,136.74,50.22,Sunny,None,No,Available,Morning,Aditya Verma,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD001,Chicken Burger,Burgers,61,195,11895,0.0,0.0,11895.0,5,594.75,12489.75,UPI,47,265.74,46.03,Sunny,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD002,Veg Burger,Burgers,53,140,7420,0.0,0.0,7420.0,5,371.0,7791.0,Credit Card,36,216.42,46.03,Sunny,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD003,French Fries,Sides,49,90,4410,0.0,0.0,4410.0,5,220.5,4630.5,Credit Card,36,128.62,46.03,Sunny,None,No,Available,Full Day,Sneha Hegde,Normal Operations
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD001,Chicken Burger,Burgers,61,180,10980,0.0,0.0,10980.0,5,549.0,11529.0,UPI,44,262.02,54.12,Sunny,Local Event,No,Available,Full Day,Rohan Das,Local Event - High Footfall
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD002,Veg Burger,Burgers,52,130,6760,0.0,0.0,6760.0,5,338.0,7098.0,Cash,43,165.07,54.12,Sunny,Local Event,No,Available,Full Day,Rohan Das,Local Event - High Footfall
2026-03-23,Monday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD003,French Fries,Sides,52,85,4420,0.0,0.0,4420.0,5,221.0,4641.0,Credit Card,43,107.93,54.12,Sunny,Local Event,No,Available,Full Day,Rohan Das,Local Event - High Footfall
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD001,Chicken Burger,Burgers,93,220,20460,0.0,0.0,20460.0,5,1023.0,21483.0,UPI,71,302.58,61.05,Overcast,None,No,Available,Morning,Aarav Sharma,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD002,Veg Burger,Burgers,93,160,14880,0.0,0.0,14880.0,5,744.0,15624.0,UPI,68,229.76,61.05,Overcast,None,No,Available,Morning,Aarav Sharma,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD003,French Fries,Sides,81,110,8910,0.0,0.0,8910.0,5,445.5,9355.5,Debit Card,58,161.3,61.05,Overcast,None,No,Available,Morning,Aarav Sharma,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD001,Chicken Burger,Burgers,83,215,17845,0.0,0.0,17845.0,5,892.25,18737.25,Cash,60,312.29,62.43,Overcast,None,No,Available,Morning,Ananya Iyer,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD002,Veg Burger,Burgers,71,155,11005,0.0,0.0,11005.0,5,550.25,11555.25,Credit Card,51,226.57,62.43,Overcast,None,No,Available,Morning,Ananya Iyer,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT002,Koramangala,South,PRD003,French Fries,Sides,59,105,6195,0.0,0.0,6195.0,5,309.75,6504.75,Credit Card,44,147.84,62.43,Overcast,None,No,Available,Morning,Ananya Iyer,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD001,Chicken Burger,Burgers,76,220,16720,0.0,0.0,16720.0,5,836.0,17556.0,Credit Card,57,308.0,67.18,Overcast,None,No,Available,Evening,Rahul Nair,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD002,Veg Burger,Burgers,67,160,10720,0.0,0.0,10720.0,5,536.0,11256.0,UPI,50,225.12,67.18,Overcast,None,No,Available,Evening,Rahul Nair,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT003,Whitefield,East,PRD003,French Fries,Sides,58,110,6380,0.0,0.0,6380.0,5,319.0,6699.0,UPI,46,145.63,67.18,Overcast,None,No,Available,Evening,Rahul Nair,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD001,Chicken Burger,Burgers,87,200,17400,0.0,0.0,17400.0,5,870.0,18270.0,UPI,62,294.68,58.8,Overcast,None,No,Available,Evening,Priyanka Sen,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD002,Veg Burger,Burgers,76,145,11020,0.0,0.0,11020.0,5,551.0,11571.0,UPI,59,196.12,58.8,Overcast,None,No,Available,Evening,Priyanka Sen,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT004,Electronic City,South,PRD003,French Fries,Sides,74,95,7030,0.0,0.0,7030.0,5,351.5,7381.5,UPI,56,131.81,58.8,Overcast,None,No,Available,Evening,Priyanka Sen,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD001,Chicken Burger,Burgers,72,225,16200,0.0,0.0,16200.0,5,810.0,17010.0,UPI,48,354.38,48.8,Overcast,None,No,Available,Morning,Vikram Malhotra,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD002,Veg Burger,Burgers,66,165,10890,0.0,0.0,10890.0,5,544.5,11434.5,Debit Card,44,259.88,48.8,Overcast,None,No,Available,Morning,Vikram Malhotra,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT005,MG Road,Central,PRD003,French Fries,Sides,55,115,6325,0.0,0.0,6325.0,5,316.25,6641.25,Debit Card,38,174.77,48.8,Overcast,None,No,Available,Morning,Vikram Malhotra,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD001,Chicken Burger,Burgers,69,210,14490,0.0,0.0,14490.0,5,724.5,15214.5,UPI,53,287.07,50.73,Overcast,None,No,Available,Evening,Siddharth Rao,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD002,Veg Burger,Burgers,64,150,9600,0.0,0.0,9600.0,5,480.0,10080.0,Cash,49,205.71,50.73,Overcast,None,No,Available,Evening,Siddharth Rao,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT006,Jayanagar,South,PRD003,French Fries,Sides,56,100,5600,0.0,0.0,5600.0,5,280.0,5880.0,Credit Card,43,136.74,50.73,Overcast,None,No,Available,Evening,Siddharth Rao,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD001,Chicken Burger,Burgers,63,190,11970,0.1,1197.0,10773.0,5,538.65,11311.65,Credit Card,44,257.08,52.96,Overcast,None,No,Available,Morning,Meera Krishnan,Combo Offer Applied
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD002,Veg Burger,Burgers,57,140,7980,0.1,798.0,7182.0,5,359.1,7541.1,Credit Card,43,175.37,52.96,Overcast,None,No,Available,Morning,Meera Krishnan,Combo Offer Applied
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT007,Malleshwaram,West,PRD003,French Fries,Sides,45,90,4050,0.1,405.0,3645.0,5,182.25,3827.25,UPI,33,115.98,52.96,Overcast,None,No,Available,Morning,Meera Krishnan,Combo Offer Applied
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD001,Chicken Burger,Burgers,68,205,13940,0.1,1394.0,12546.0,5,627.3,13173.3,Debit Card,54,243.95,54.56,Overcast,None,No,Available,Evening,Aditya Verma,Combo Offer Applied
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD002,Veg Burger,Burgers,64,150,9600,0.1,960.0,8640.0,5,432.0,9072.0,UPI,48,189.0,54.56,Overcast,None,No,Available,Evening,Aditya Verma,Combo Offer Applied
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT008,HSR Layout,South,PRD003,French Fries,Sides,47,100,4700,0.1,470.0,4230.0,5,211.5,4441.5,Credit Card,34,130.63,54.56,Overcast,None,No,Available,Evening,Aditya Verma,Combo Offer Applied
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD001,Chicken Burger,Burgers,74,195,14430,0.05,721.5,13708.5,5,685.43,14393.93,Wallet,57,252.53,47.58,Overcast,College Festival,No,Available,Full Day,Sneha Hegde,College Festival - Student Discounts
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD002,Veg Burger,Burgers,67,140,9380,0.05,469.0,8911.0,5,445.55,9356.55,Cash,54,173.27,47.58,Overcast,College Festival,No,Available,Full Day,Sneha Hegde,College Festival - Student Discounts
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT009,Rajajinagar,West,PRD003,French Fries,Sides,50,90,4500,0.05,225.0,4275.0,5,213.75,4488.75,Cash,34,132.02,47.58,Overcast,College Festival,No,Available,Full Day,Sneha Hegde,College Festival - Student Discounts
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD001,Chicken Burger,Burgers,57,180,10260,0.0,0.0,10260.0,5,513.0,10773.0,Credit Card,45,239.4,53.01,Overcast,None,No,Available,Evening,Rohan Das,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD002,Veg Burger,Burgers,51,130,6630,0.0,0.0,6630.0,5,331.5,6961.5,Credit Card,37,188.15,53.01,Overcast,None,No,Available,Evening,Rohan Das,Normal Operations
2026-03-24,Tuesday,March,Q4 FY 2025-26,FY 2025-26,OUT010,Yelahanka,North,PRD003,French Fries,Sides,42,85,3570,0.0,0.0,3570.0,5,178.5,3748.5,Cash,30,124.95,53.01,Overcast,None,No,Available,Evening,Rohan Das,Normal Operations
2026-03-25,Wednesday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD001,Chicken Burger,Burgers,103,220,22660,0.0,0.0,22660.0,5,1133.0,23793.0,Credit Card,85,279.92,58.65,Sunny,None,No,Available,Morning,Aarav Sharma,Normal Operations
2026-03-25,Wednesday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD002,Veg Burger,Burgers,94,160,15040,0.0,0.0,15040.0,5,752.0,15792.0,UPI,75,210.56,58.65,Sunny,None,No,Available,Morning,Aarav Sharma,Normal Operations
2026-03-25,Wednesday,March,Q4 FY 2025-26,FY 2025-26,OUT001,Indiranagar,East,PRD003,French Fries,Sides,83,110,9130,0.0,0.0,9130.0,5,456.5,9586.5,Cash,61,157.16,58.65,Sunny,None,No,Available,Morning,Aarav Sharma,Normal Operations
